Order ID,Customer Name,Email,Phone,Address,City,State,Zip Code,Country,Product,Category,Quantity,Price per Unit,Total Price,Order Date
ORD-100252,John Decker,melissabuck@hotmail.com,+1-136-718-6943x97698,08290 Collins Circles Suite 757,Lake Sherry,New York,8360,Palestinian Territory,T-shirt,Clothing,5,207.67 USD,"1,038.35 USD",2025-05-04
ORD-100253,Christian Murphy,kimberly19@hotmail.com,(374)850-9322,13309 Hannah Stravenue Suite 750,South Kimberlyberg,Georgia,68356,Ecuador,Sneakers,Clothing,5,396.08 USD,"1,980.40 USD",2025-02-18
ORD-100254,Bradley Johnson,kleinrobert@hotmail.com,797.086.3286x77629,7592 Ryan View Suite 592,Fostertown,North Carolina,28455,Greenland,Blender,Home,4,359.03 USD,"1,436.12 USD",2025-03-24
ORD-100255,Sarah Chase,sherryheath@yahoo.com,+1-227-454-2779,28538 Smith Lodge,North Jenna,Illinois,81347,Lithuania,Headphones,Electronics,4,425.47 USD,"1,701.88 USD",2025-05-08
ORD-100256,Kristine Fields,ngardner@morrow-bradley.net,2350141751,84287 Padilla Radial Suite 774,West Jenna,Missouri,9398,Colombia,Lipstick,Beauty,5,165.41 USD,827.05 USD,2025-03-18
ORD-100257,Paula Garza,wardcrystal@yahoo.com,487-455-7425,69403 Kelsey Ferry,Ryanberg,South Carolina,56943,Tunisia,Perfume,Beauty,1,375.07 USD,375.07 USD,2025-04-01
ORD-100258,Lindsay Lawson,walkerheather@yahoo.com,(571)428-5959,372 Hughes Knolls Suite 776,Kingland,Ohio,80920,Tonga,Fiction,Books,5,324.51 USD,"1,622.55 USD",2025-01-03
ORD-100259,Jessica Byrd,xwilliams@gmail.com,7001195079,08315 Garcia Isle Suite 494,Lake Sherry,Nevada,79576,Cuba,Lipstick,Beauty,5,241.49 USD,"1,207.45 USD",2025-05-03
ORD-100260,Jessica Williams,fgonzales@hotmail.com,1285528944,016 Jennifer Divide Suite 286,North Antonioville,Nebraska,76212,Kiribati,Fiction,Books,2,108.12 USD,216.24 USD,2025-03-11
ORD-100261,Tonya Davis,savannahwilliams@jackson-brown.net,(577)740-0724,205 Hill Junctions Apt. 362,Michaelshire,South Dakota,29977,Syrian Arab Republic,Comics,Books,2,134.39 USD,268.78 USD,2025-02-05
ORD-100262,Stacy Shaw,lespinoza@arnold.com,(627)286-4171x26842,349 Amanda Parkway,Ryanberg,New Mexico,47732,Paraguay,Jeans,Clothing,3,150.51 USD,451.53 USD,2025-04-29
ORD-100263,Tim Larson,baldwindonald@shannon.com,001-830-055-0853x154,056 Dennis Gardens Suite 777,New Amy,New Mexico,73264,Estonia,Perfume,Beauty,3,295.59 USD,886.77 USD,2025-01-24
ORD-100264,Christina Cannon,alexatorres@hotmail.com,868-887-7970x61287,82466 Fischer Dam Suite 494,New Hollyshire,New Jersey,41548,Estonia,Blender,Home,2,62.02 USD,124.04 USD,2025-03-04
ORD-100265,Kyle Patel,jamiebryant@stephens.com,+1-321-723-8589x61141,97590 Stephanie Divide Apt. 703,Jameston,Arkansas,53745,Fiji,Non-fiction,Books,2,255.30 USD,510.60 USD,2025-01-09
ORD-100266,Danielle Mcdonald,curryryan@gmail.com,(074)203-1786,66462 Randall Islands Suite 754,Johnborough,Oregon,29350,Botswana,T-shirt,Clothing,2,127.84 USD,255.68 USD,2025-04-26
ORD-100267,Steven Olsen,rosejennifer@yahoo.com,001-986-693-6426,05883 Ryan Curve,Port Sarah,Wyoming,45516,Togo,Biography,Books,3,425.69 USD,"1,277.07 USD",2025-02-12
ORD-100268,James Davis,dayshaun@oneill.org,712-217-5553,7594 Heather Course Apt. 004,Claystad,Idaho,88754,China,Microwave,Home,3,422.91 USD,"1,268.73 USD",2025-04-24
ORD-100269,Vanessa Saunders,bmolina@nelson.com,535.093.6535x59057,8827 Whitney Bridge,Gallagherhaven,Kentucky,42778,Falkland Islands (Malvinas),Vacuum Cleaner,Home,1,159.56 USD,159.56 USD,2025-04-24
ORD-100270,Raymond Chavez,barryrebecca@terry.info,(128)048-0671,3289 Cheryl Trafficway,Port Richard,Montana,65862,Tanzania,Jacket,Clothing,1,237.18 USD,237.18 USD,2025-04-20
ORD-100271,David Beck PhD,khanshannon@hotmail.com,(953)243-6163x7469,5344 Erika Ports Suite 272,Timothyfurt,Wisconsin,26791,China,Lipstick,Beauty,5,304.40 USD,"1,522.00 USD",2025-02-16
ORD-100272,Travis White,ramirezjohn@roberts-hamilton.info,487-124-4423,27633 Lauren Burgs,Port Bonniemouth,Idaho,8517,Kenya,Shampoo,Beauty,1,226.48 USD,226.48 USD,2025-02-09
ORD-100273,Frank Nielsen,william76@cook.biz,001-133-812-6423x2213,08914 Andrew Rapids,Port Kathrynfort,Delaware,6033,Tonga,Vacuum Cleaner,Home,3,153.84 USD,461.52 USD,2025-03-15
ORD-100274,Bryan Reynolds,joshuastout@gmail.com,823-139-4292,08078 Jenkins River,Bruceland,Texas,74642,Taiwan,Microwave,Home,4,29.31 USD,117.24 USD,2025-04-04
ORD-100275,Debra Williams,jennifermartin@yahoo.com,(285)764-4881,6011 Parker Mountains,West Aaron,Hawaii,98975,Wallis and Futuna,Smartwatch,Electronics,2,408.14 USD,816.28 USD,2025-02-22
ORD-100276,Mr. Patrick Neal,conleythomas@brown.com,1367723536,30585 Martin Mountains,South Sarah,Idaho,26477,Lesotho,Microwave,Home,2,89.47 USD,178.94 USD,2025-01-21
ORD-100277,Leslie Scott,lisamccoy@reid.com,001-459-372-5818,5776 Ramsey Fields Suite 410,Stevensland,North Dakota,35993,Montserrat,Lipstick,Beauty,4,103.45 USD,413.80 USD,2025-02-28
ORD-100278,Teresa Baker,gperez@peterson-wheeler.com,+1-440-198-6498x582,083 Isaac Flats Apt. 939,Lake Jeremiah,Ohio,33786,Jordan,Lipstick,Beauty,2,58.07 USD,116.14 USD,2025-02-13
ORD-100279,Krista Bright,wendy21@campbell-pierce.biz,985.959.3925x6144,4014 Jacob Tunnel,New Anna,Mississippi,31335,Somalia,T-shirt,Clothing,3,309.41 USD,928.23 USD,2025-02-19
ORD-100280,Matthew Petersen,ncooke@bailey.org,565.568.3485x94100,80418 Lauren Tunnel Apt. 897,Michaelfurt,Connecticut,2068,Uganda,Perfume,Beauty,5,119.06 USD,595.30 USD,2025-04-18
ORD-100281,Nancy Reed,davidwilliams@smith.com,336-581-7586,82848 Abbott Meadows,Heatherview,Louisiana,99303,Netherlands Antilles,T-shirt,Clothing,3,348.06 USD,"1,044.18 USD",2025-05-03
ORD-100282,Ashley Velasquez,brittanyrobinson@gmail.com,658.664.8065x0572,762 Dawn Orchard,Ronniemouth,Vermont,94314,Macao,Shampoo,Beauty,1,58.19 USD,58.19 USD,2025-03-26
ORD-100283,Cody Mata,jonesmichael@hotmail.com,054.046.3428,7891 Jessica Neck Apt. 302,Port Ashley,Connecticut,79784,Bhutan,Jacket,Clothing,1,142.17 USD,142.17 USD,2025-04-26
ORD-100284,Stephen Moore,janetbutler@hotmail.com,+1-221-017-4369x271,49208 Jay Branch,Port Davidside,Maine,99571,Indonesia,T-shirt,Clothing,4,302.10 USD,"1,208.40 USD",2025-01-13
ORD-100285,Mike Hurst,michael54@cunningham.biz,+1-538-797-1089x4395,1242 Curtis Spur,New Claudialand,South Carolina,20268,Moldova,Vacuum Cleaner,Home,5,176.53 USD,882.65 USD,2025-01-26
ORD-100286,Laura Singh,tholloway@thompson-moore.biz,(453)833-0255x946,7667 Jared Passage Apt. 377,Lake Miguel,Idaho,13912,Costa Rica,Blender,Home,4,98.03 USD,392.12 USD,2025-04-01
ORD-100287,Jessica Mann,schaefervictoria@gmail.com,001-108-718-3806x341,4873 Cynthia Motorway,Ericashire,Arkansas,19028,Japan,Headphones,Electronics,3,147.65 USD,442.95 USD,2025-02-19
ORD-100288,Robert Rocha,qgonzalez@perez-garrett.info,312.284.7422x97579,8260 Wright Inlet,Lake Michael,Missouri,83600,French Guiana,Jacket,Clothing,5,114.43 USD,572.15 USD,2025-01-02
ORD-100289,William Pacheco,stevenbolton@williams.com,001-890-697-1686x44058,83233 Deborah Streets Apt. 016,Byrdhaven,Florida,43225,Ethiopia,Air Purifier,Home,2,191.12 USD,382.24 USD,2025-01-03
ORD-100290,Elizabeth Rogers,simmonswilliam@rowland.com,+1-551-807-6851x44373,3306 Becker Road,Darleneburgh,Alaska,79307,Romania,Microwave,Home,5,139.73 USD,698.65 USD,2025-05-11
ORD-100291,Kevin Mcpherson,carneyerin@yahoo.com,(286)077-1897,12489 Hines Drive,Natashaview,Alaska,47643,Saint Pierre and Miquelon,Sneakers,Clothing,3,212.87 USD,638.61 USD,2025-01-23
ORD-100292,Tanner Frazier,rmiller@gmail.com,850-844-5719x470,3577 Sanford Way Apt. 002,North Keithfort,Illinois,58014,Comoros,Lipstick,Beauty,1,38.26 USD,38.26 USD,2025-04-19
ORD-100293,Edwin Rivera,rogersfelicia@yahoo.com,+1-529-574-7435,87976 Brown Center,Kingport,Arkansas,62033,Burkina Faso,Headphones,Electronics,5,111.11 USD,555.55 USD,2025-02-20
ORD-100294,James Garza,colleenking@gmail.com,001-938-067-4395,674 Hill Bypass,Sarahville,Oklahoma,89040,Nepal,Comics,Books,1,251.46 USD,251.46 USD,2025-02-10
ORD-100295,Mary Perez,johnlogan@perez.org,(451)139-5533x0680,84488 Murphy Roads,East Ericfort,Virginia,46971,Suriname,Lipstick,Beauty,2,60.26 USD,120.52 USD,2025-04-25
ORD-100296,Daniel Huff,hernandezmichele@wood.org,049-425-4332,4546 Simpson Knolls,Davidsonside,Georgia,20110,Slovakia (Slovak Republic),Blender,Home,4,310.30 USD,"1,241.20 USD",2025-03-07
ORD-100297,Rachel Perez,richard79@yahoo.com,(911)643-4893,76484 Carpenter View Apt. 482,Port Nathanielmouth,Indiana,4031,Falkland Islands (Malvinas),Vacuum Cleaner,Home,2,435.96 USD,871.92 USD,2025-04-13
ORD-100298,Lisa Brown,montoyamichael@gmail.com,(432)373-7933,0358 Moore Stream,North Robert,Vermont,76083,Isle of Man,Air Purifier,Home,1,485.91 USD,485.91 USD,2025-04-19
ORD-100299,Steven Bolton,jeremynewman@marquez.biz,904-401-7392x66952,90523 Natasha Radial,South Sheri,New York,39205,Poland,Jacket,Clothing,2,327.87 USD,655.74 USD,2025-02-05
ORD-100300,Ann Davis,davisrussell@hotmail.com,001-936-669-6403x610,594 Jones Terrace Apt. 802,Holderberg,Missouri,69129,Namibia,Smartphone,Electronics,1,182.16 USD,182.16 USD,2025-01-26
ORD-100301,Kimberly Lindsey,leonemily@brandt.info,527.183.0358,9510 Nichols Drive,East Holly,Idaho,85201,Iraq,Fiction,Books,3,191.96 USD,575.88 USD,2025-02-02
ORD-100302,Michael Nelson,brockdouglas@dickerson.org,(281)844-9341x0961,98343 Wolfe Trail,North Jonathan,Michigan,3645,Thailand,Laptop,Electronics,1,111.61 USD,111.61 USD,2025-05-04
ORD-100303,Brett Ramsey,bedwards@hotmail.com,999.637.0795x89901,331 Tyler Viaduct,Lake Jasonview,Oregon,70720,Anguilla,Perfume,Beauty,4,33.44 USD,133.76 USD,2025-01-13
ORD-100304,Lisa Mathis,jamesrice@hotmail.com,(104)791-7803,06016 Williams Harbors,East Georgeland,Michigan,76539,Congo,Air Purifier,Home,4,244.82 USD,979.28 USD,2025-02-19
ORD-100305,Kathleen Murray,martinezjonathan@yahoo.com,540.158.0695,75769 Hannah Wall,North Tasha,Texas,4262,Iran,Shampoo,Beauty,2,126.60 USD,253.20 USD,2025-03-06
ORD-100306,Cheryl Joseph,jacobtyler@daniel-brewer.com,+1-205-332-4105x66744,4813 Wolf Hill,Mendezfort,Mississippi,80708,Tuvalu,Perfume,Beauty,5,141.92 USD,709.60 USD,2025-03-31
ORD-100307,Mrs. Michaela Moreno DDS,garciaeduardo@boyer-werner.info,(847)363-7775,4433 Miller Curve Apt. 504,Lake Christina,Vermont,74733,Pitcairn Islands,Sneakers,Clothing,5,408.26 USD,"2,041.30 USD",2025-01-01
ORD-100308,Spencer Cook,julia14@hotmail.com,(772)520-4268x517,78550 Michele Island,Bishopton,Montana,56050,Ecuador,Perfume,Beauty,4,44.65 USD,178.60 USD,2025-03-17
ORD-100309,Sonya House,manuelayala@yahoo.com,+1-566-187-3743x35552,7087 Jennifer Bypass,Maryport,Kansas,42501,Italy,T-shirt,Clothing,3,107.92 USD,323.76 USD,2025-01-17
ORD-100310,Joseph Robbins,stevencunningham@hawkins.net,001.332.4660x9957,2325 Ortiz Forks Suite 713,South Jacobside,California,10460,Montenegro,Non-fiction,Books,5,195.00 USD,975.00 USD,2025-01-14
ORD-100311,Michelle Conner,kara88@allen-townsend.info,(530)046-1082x23441,70672 Evans Grove Suite 900,Morrisside,Illinois,28335,Somalia,Jeans,Clothing,5,279.75 USD,"1,398.75 USD",2025-04-26
ORD-100312,Sherry Ellison,jessicaayala@brooks-murphy.org,064-820-5829,4803 Sherry Mountains,West Lindamouth,Texas,63781,Zimbabwe,Non-fiction,Books,4,331.96 USD,"1,327.84 USD",2025-03-09
ORD-100313,Christopher Meyer,hestertiffany@yahoo.com,001-177-760-9311x587,998 Hale Station Suite 909,Lake James,Alabama,67653,Samoa,Microwave,Home,3,415.64 USD,"1,246.92 USD",2025-03-27
ORD-100314,Shannon Oliver,dbaker@yahoo.com,8457611973,265 Katherine Flats Suite 342,Port Juan,Alaska,58780,Dominica,Laptop,Electronics,5,391.01 USD,"1,955.05 USD",2025-01-07
ORD-100315,Russell Diaz,hughesduane@wagner.com,(757)707-4472x955,067 Donald Glen,North John,Iowa,8711,Pakistan,Shampoo,Beauty,5,142.96 USD,714.80 USD,2025-04-15
ORD-100316,Derek Martinez,samanthapark@morris-castro.com,001-682-012-5891x0344,439 Shawn Plaza,Pamelaport,Maryland,13888,San Marino,Perfume,Beauty,3,214.75 USD,644.25 USD,2025-04-09
ORD-100317,Martha Blackburn,brian99@martinez-pineda.net,001-905-773-4763x03992,34926 Hogan Isle Suite 874,Wilsontown,Vermont,70331,Sierra Leone,Headphones,Electronics,3,361.63 USD,"1,084.89 USD",2025-02-19
ORD-100318,Marc Reynolds,lucassanders@anderson-pope.com,893-242-4747,671 Haley Green Suite 054,Richardsburgh,New Hampshire,28417,Luxembourg,Jeans,Clothing,3,119.76 USD,359.28 USD,2025-03-19
ORD-100319,Dominique Reed,carl78@butler.com,895-008-8862x366,97186 Adams Spurs,Melissashire,Idaho,94366,Slovenia,Perfume,Beauty,3,172.76 USD,518.28 USD,2025-05-07
ORD-100320,Emily Nelson,qhood@cole.net,+1-068-418-5083x96889,099 Lindsay Orchard,Lake Shawnchester,Indiana,1090,Gibraltar,Air Purifier,Home,4,366.06 USD,"1,464.24 USD",2025-05-01
ORD-100321,Melissa Smith,erin72@sosa.com,852-524-8115,23339 Lori Crest,New Madisonbury,California,65575,Lesotho,Biography,Books,2,218.39 USD,436.78 USD,2025-03-14
ORD-100322,Eileen Rhodes,deannaroy@campbell.net,+1-014-153-8753,817 Vincent Pass Apt. 205,Lindsaytown,Ohio,68536,Norway,Fiction,Books,3,398.91 USD,"1,196.73 USD",2025-03-22
ORD-100323,Justin Nichols,laneshannon@sutton-pope.com,463-844-0198x87130,40014 Martinez Stream,West Diana,Pennsylvania,4566,Swaziland,Laptop,Electronics,1,247.41 USD,247.41 USD,2025-03-19
ORD-100324,Kimberly Smith,scottbrown@davis.biz,(725)271-5643x1377,97881 Jones Station Suite 395,Lake Erictown,Arkansas,40769,British Indian Ocean Territory (Chagos Archipelago),Jeans,Clothing,1,52.36 USD,52.36 USD,2025-02-17
ORD-100325,Rebecca Ray,melissa60@yahoo.com,349.136.5701,162 Jessica Path Suite 051,Josephview,Arizona,90919,Montenegro,Vacuum Cleaner,Home,5,453.18 USD,"2,265.90 USD",2025-01-12
ORD-100326,Bryan King,meredith61@raymond.biz,070.655.4151x76173,9977 Valdez Springs,Carlsonside,Massachusetts,84454,South Georgia and the South Sandwich Islands,Air Purifier,Home,3,436.52 USD,"1,309.56 USD",2025-05-02
ORD-100327,Thomas Mckenzie MD,ydillon@gmail.com,+1-763-645-0439,3801 Johnson Terrace,New Darlene,New Mexico,4795,Anguilla,Comics,Books,3,473.07 USD,"1,419.21 USD",2025-02-12
ORD-100328,Daniel Love,andrewgarcia@yahoo.com,590-789-8740x57942,6454 Katelyn Views,Dwaynemouth,Indiana,96335,Tunisia,T-shirt,Clothing,5,396.11 USD,"1,980.55 USD",2025-01-18
ORD-100329,Brandi Rich DDS,cwelch@nelson-gonzalez.org,(548)318-1127x91406,12781 Kelli Falls Apt. 108,Tranhaven,California,98966,Bahamas,Smartphone,Electronics,2,343.65 USD,687.30 USD,2025-03-31
ORD-100330,Nicole Pierce,hvelazquez@porter.com,090-411-7399,11776 Catherine Road,Vaughnport,Iowa,93733,Nicaragua,Microwave,Home,5,330.60 USD,"1,653.00 USD",2025-05-05
ORD-100331,Noah Dodson,benjamintaylor@gmail.com,258-795-7662x43715,464 Reynolds Roads,Stewartland,Maine,47165,Zimbabwe,Headphones,Electronics,5,324.62 USD,"1,623.10 USD",2025-04-21
ORD-100332,Elizabeth Stevens,wolfrebecca@jones.info,001-764-886-1821,0513 Caitlin Orchard Apt. 135,Port Elizabeth,Minnesota,55642,Western Sahara,Jeans,Clothing,5,416.81 USD,"2,084.05 USD",2025-03-15
ORD-100333,Crystal French,lesliewatson@oliver.com,306-127-9275x21939,362 Church Locks,West Daisy,Florida,94021,Philippines,Microwave,Home,5,279.63 USD,"1,398.15 USD",2025-05-10
ORD-100334,Corey Molina,derekmorgan@hines.org,001-162-890-1588x0980,07332 Kristin Pine Suite 907,Port Michaelshire,Idaho,48337,Tunisia,Fiction,Books,1,377.67 USD,377.67 USD,2025-02-14
ORD-100335,Dr. Joshua Thomas,lrogers@montgomery.biz,414.774.1657x16148,7973 Rodriguez Points Apt. 201,North Amanda,New York,93195,Congo,Sneakers,Clothing,5,247.62 USD,"1,238.10 USD",2025-01-12
ORD-100336,Ashlee Carter,scantu@kennedy.com,087.529.9455x07382,2673 Angela Inlet Suite 974,Port Steven,New Hampshire,32824,Liberia,Lipstick,Beauty,1,302.89 USD,302.89 USD,2025-05-10
ORD-100337,Jenny Fields,fwagner@dillon.net,(862)207-0939x5137,254 Jennifer Forest Suite 116,Fisherside,Texas,59056,Panama,Laptop,Electronics,4,193.61 USD,774.44 USD,2025-05-07
ORD-100338,Joanne Hill,pgomez@rodgers.org,419-847-9326,26221 Dana Land,Port Gregorychester,Florida,52591,Niger,Jacket,Clothing,2,77.40 USD,154.80 USD,2025-02-02
ORD-100339,Margaret Mcdowell,gstevenson@hotmail.com,+1-300-296-1479x96324,3193 Archer Fork,West Shelbystad,Minnesota,13513,Andorra,Headphones,Electronics,3,26.24 USD,78.72 USD,2025-04-05
ORD-100340,Michael Mason PhD,trussell@jones.com,643-171-6789,83507 Kimberly Canyon Suite 967,Reneechester,Arizona,37236,South Africa,Lipstick,Beauty,4,92.26 USD,369.04 USD,2025-03-31
ORD-100341,Timothy Collins,ppugh@gmail.com,122.842.5099,1065 John Parkway,Turnerville,New Jersey,89584,Swaziland,Vacuum Cleaner,Home,1,315.38 USD,315.38 USD,2025-03-07
ORD-100342,Edward York,tranrobin@kirby-hays.biz,+1-228-412-8819,42964 Michael Loaf,Sarahview,West Virginia,89032,Bangladesh,Blender,Home,4,320.89 USD,"1,283.56 USD",2025-03-05
ORD-100343,Hannah Weber,theresa87@miller-mack.com,7623994173,123 Wilson Alley,Gregoryhaven,Louisiana,95424,Saint Barthelemy,Face Cream,Beauty,5,147.03 USD,735.15 USD,2025-04-22
ORD-100344,Tyler Morris,hayleyadkins@stewart.com,(958)582-7894,23703 Lopez Plains Apt. 772,Rebeccaville,North Carolina,92709,Poland,Smartwatch,Electronics,3,302.47 USD,907.41 USD,2025-01-03
ORD-100345,Patricia Taylor,jamessanchez@mcgee.com,903-804-2042,98674 Sheri Fork Apt. 732,New Sheryl,Alaska,50199,Aruba,Comics,Books,1,190.19 USD,190.19 USD,2025-04-01
ORD-100346,Johnny Martinez,john94@cook.biz,082-152-8978x8195,316 Amy Mission,West Shannon,Michigan,97984,Turkey,Sneakers,Clothing,2,302.07 USD,604.14 USD,2025-01-07
ORD-100347,Daniel Greene,sgarza@gmail.com,(398)069-1111x08206,45490 Garcia Land,New Matthew,Oregon,41904,Lao People's Democratic Republic,Shampoo,Beauty,3,411.52 USD,"1,234.56 USD",2025-01-24
ORD-100348,Pamela Bruce,hlewis@hotmail.com,682.393.8280,911 Alexis Crossroad,East Ryanland,Mississippi,17019,Brunei Darussalam,Jacket,Clothing,1,94.62 USD,94.62 USD,2025-05-03
ORD-100349,Joseph Park,greenecharles@hotmail.com,(263)808-9528x2614,05469 Townsend Field,Helenfurt,Maryland,85924,Ireland,Vacuum Cleaner,Home,4,356.42 USD,"1,425.68 USD",2025-01-15
ORD-100350,Calvin Scott,steven68@hotmail.com,+1-468-550-5427x0008,59420 Amber Rapid Apt. 474,South Jessicastad,Connecticut,79414,Sweden,Vacuum Cleaner,Home,2,55.59 USD,111.18 USD,2025-01-19
ORD-100351,Gail Brown,elizabethherrera@yahoo.com,5820253918,594 Jo Court Suite 935,Lake Daniel,Texas,90103,El Salvador,Biography,Books,4,327.82 USD,"1,311.28 USD",2025-04-02
ORD-100352,Justin Lutz,wbyrd@adkins-hill.info,747.881.6706,87580 Fletcher Springs Suite 453,Hoopershire,Georgia,33979,American Samoa,Perfume,Beauty,1,396.06 USD,396.06 USD,2025-03-25
ORD-100353,Jonathan Jones,kellywilliam@gmail.com,5689013592,225 Montgomery Street Apt. 848,Port Amy,Georgia,6787,Grenada,Smartwatch,Electronics,5,31.56 USD,157.80 USD,2025-03-21
ORD-100354,Sabrina Smith,andreatucker@hotmail.com,(723)367-0267x53296,422 Martin Forges,South Laurastad,Ohio,68177,Burkina Faso,Smartphone,Electronics,3,91.23 USD,273.69 USD,2025-03-06
ORD-100355,Michael Buchanan,brianhouse@gmail.com,306-168-1687x21351,64500 Bradley Corners,Port Taylorland,Wisconsin,82009,Jersey,Shampoo,Beauty,3,21.84 USD,65.52 USD,2025-01-30
ORD-100356,Kenneth Ramos,peggysoto@mccullough.com,129.871.1199x3639,09182 Eric Greens,Tuckerton,Missouri,3755,Argentina,Comics,Books,3,186.10 USD,558.30 USD,2025-04-25
ORD-100357,Benjamin Young,joshuawu@jenkins.org,034.887.4961,23643 Martin Bypass Suite 068,Dianaville,Maryland,16944,Saint Barthelemy,Shampoo,Beauty,3,92.19 USD,276.57 USD,2025-01-19
ORD-100358,Lori Rogers DDS,marquezwayne@hill.com,+1-598-241-0717x21847,19847 Michael Forest,West Justinchester,Georgia,29184,Saint Helena,Fiction,Books,1,372.67 USD,372.67 USD,2025-04-01
ORD-100359,William Young,pbarnes@rogers.biz,(075)793-3154,241 Rodriguez Inlet,West Michaelport,Colorado,80186,Cambodia,Sneakers,Clothing,2,432.45 USD,864.90 USD,2025-04-08
ORD-100360,Morgan Howell,amybailey@montoya.info,001-572-056-2837,0637 James Route Apt. 895,North Thomasborough,Illinois,95108,Nauru,Headphones,Electronics,4,451.30 USD,"1,805.20 USD",2025-02-14
ORD-100361,Brandi Li,james95@hotmail.com,795-484-4283,2290 Karina Shores Suite 167,Lake Debra,North Carolina,12921,Central African Republic,Biography,Books,2,24.58 USD,49.16 USD,2025-03-30
ORD-100362,Aaron Webster DDS,markgonzalez@simmons-mcbride.com,523-232-8614x595,83045 Sarah Inlet Apt. 369,Rhodesfurt,Missouri,47825,Serbia,Jacket,Clothing,3,296.81 USD,890.43 USD,2025-04-08
ORD-100363,Laurie Garcia,sarabrooks@gmail.com,(299)474-0386,02943 Hill Cliff Apt. 796,Paceport,Michigan,26328,Benin,Fiction,Books,3,131.42 USD,394.26 USD,2025-01-08
ORD-100364,James Abbott,rebeccakeith@gmail.com,536.697.6470,8480 Robert Islands,Pamelastad,Rhode Island,95778,Pitcairn Islands,Sneakers,Clothing,1,297.18 USD,297.18 USD,2025-01-19
ORD-100365,Joseph Lopez,prestonemma@orr.biz,646.948.5536x562,74126 Sandra Shoal,Lake Davidville,West Virginia,25646,Moldova,Air Purifier,Home,2,268.56 USD,537.12 USD,2025-01-13
ORD-100366,Jeffery Vazquez,richard33@yahoo.com,(504)326-1818x60228,35851 Kevin Estates,North Patriciafurt,Alaska,15174,Indonesia,Air Purifier,Home,1,459.23 USD,459.23 USD,2025-02-20
ORD-100367,Matthew Hughes,frankbullock@castro.net,062-921-5301x9759,5778 Sandra Plain,Owensmouth,Maryland,63819,Saint Lucia,Smartwatch,Electronics,4,217.20 USD,868.80 USD,2025-04-27
ORD-100368,Steven Ritter,smithbrianna@thomas.com,288-619-6334x1934,383 Elliott Oval,Holmesfurt,Virginia,73580,Turks and Caicos Islands,Shampoo,Beauty,5,273.34 USD,"1,366.70 USD",2025-01-19
ORD-100369,Jesse Mason,jeffrey98@santiago.info,(776)850-2042,15828 Angela Burg Suite 937,East David,Alaska,41228,Portugal,Sneakers,Clothing,4,237.73 USD,950.92 USD,2025-04-20
ORD-100370,Natalie Gibson,mrose@hotmail.com,2358641734,69633 Derrick Hills Apt. 248,South Scottfurt,Montana,85790,French Southern Territories,T-shirt,Clothing,5,492.45 USD,"2,462.25 USD",2025-05-07
ORD-100371,Vicki Rios,frazierdiana@yahoo.com,(449)268-6633x4681,94823 Gabriel Square,Port Nancymouth,Vermont,52725,Mozambique,Comics,Books,4,304.60 USD,"1,218.40 USD",2025-01-15
ORD-100372,Michael Hayes,stacie50@clark.com,040-304-4616x809,3698 Davis Fork,Leeburgh,Wyoming,61793,Uzbekistan,Lipstick,Beauty,4,70.32 USD,281.28 USD,2025-05-09
ORD-100373,Maria Crawford,bryan01@mckinney-peters.com,001-796-939-8871,232 Harris Crescent Suite 947,Mistyton,Hawaii,94452,Burundi,Comics,Books,5,108.20 USD,541.00 USD,2025-01-25
ORD-100374,Teresa Huffman,christopherrios@hernandez.com,785.824.7635x7052,106 Michelle Mountain Apt. 862,Port Monica,New Hampshire,14535,Luxembourg,Lipstick,Beauty,2,47.96 USD,95.92 USD,2025-04-16
ORD-100375,Juan Bond,walvarez@yahoo.com,+1-779-770-0990x55423,919 Jeffrey Lakes Suite 227,Cobbfort,Illinois,61745,Madagascar,Jacket,Clothing,1,476.14 USD,476.14 USD,2025-01-01
ORD-100376,Eric Flynn,austin18@taylor.com,(815)139-4995,64012 Osborn Track,Potterside,Texas,74351,Mauritius,Biography,Books,3,276.90 USD,830.70 USD,2025-02-10
ORD-100377,Jennifer Hernandez,bellcarl@gmail.com,744.758.2598x672,468 Angela Hill,Cooperfort,Colorado,35830,Niue,Biography,Books,2,97.01 USD,194.02 USD,2025-03-04
ORD-100378,Michael Wilson,vanessaherrera@rivera-clark.com,819.112.5866,484 Brian Ports Suite 625,South Aliciaport,Oklahoma,45884,Japan,Biography,Books,2,314.96 USD,629.92 USD,2025-02-18
ORD-100379,Tara Huber,broberts@fox.com,001-795-596-7950x222,6191 Michael Motorway,North Jenniferberg,Rhode Island,13384,Mali,Microwave,Home,5,134.07 USD,670.35 USD,2025-02-11
ORD-100380,Teresa Hampton,simmonsdylan@reynolds.com,001-952-489-0427x838,0278 Ryan Courts Suite 874,West Gina,North Dakota,23880,Jersey,Fiction,Books,1,391.86 USD,391.86 USD,2025-02-01
ORD-100381,Ricky Welch,xterry@yahoo.com,285.653.0692x7899,6934 Michael Plaza Apt. 363,Stanleyfurt,South Dakota,47117,Gibraltar,Jacket,Clothing,2,494.10 USD,988.20 USD,2025-02-01
ORD-100382,Stacey Williams,matthewferguson@yahoo.com,+1-500-042-2667x25865,2926 Smith Union Suite 740,Jamesshire,California,26518,Nepal,T-shirt,Clothing,1,111.93 USD,111.93 USD,2025-01-30
